id_aluno,genero,ano_nasc,ano_ingresso,tipo_instituicao,pedra,inde,cf,ct,n_av,avaliador_1,rec_av_1,avaliador_2,rec_av_2,avaliador_3,rec_av_3,avaliador_4,rec_av_4,iaa,ieg,ips,rec_psicologia,ida,matem,portug,ingles,indicado_bolsa,ipv,ian,destaque_ieg,destaque_ida,destaque_ipv,ano,ipp,avaliador_5,avaliador_6,escola,fase,fase_ideal,fase_grupo,idade,tempo_vinculo,defas,atingiu_pv,em_risco
104,1,2004.0,2022,Escola Pública,Ágata,6.315,61.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,8.7,7.5,Não atendido,3.7,4.8,5.8,0.3,Não,6.708,2.5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,7.034000000000011,,,,4.0,8.0,fase_0_7,18.0,0,-4.0,False,True
104,1,2004.0,2022,Pública,Quartzo,4.25,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,7.7,2.52,,2.6,3.7,1.8,2.3,,5.6275,2.5,,,,2023,5.625,,,,5.0,8.0,fase_0_7,19.0,1,-3.0,False,True
1040,1,2011.0,2023,Pública,Ametista,7.81545,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.3,7.52,,6.6,5.8,7.3,,,8.06,5.0,,,,2023,7.8125,,,,1.0,2.0,fase_0_7,12.0,0,-1.0,False,True
1040,1,2011.0,2023,Pública,Ametista,7.764199999900001,,,3.0,Avaliador-19,,Avaliador-17,,Avaliador-2,,,,9.502,8.5416666665,7.51,,8.25,8.0,8.5,,,7.273333333,5.0,,,,2024,7.5,,,EE Joaquim Mendes Feliz,2.0,3.0,fase_0_7,13.0,1,-1.0,False,True
1041,0,2013.0,2023,Pública,Agata,6.724116667,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,7.2,7.52,,3.3,1.8,4.7,,,8.003333333,5.0,,,,2023,7.8125,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1042,1,2013.0,2023,Pública,Quartzo,5.331166667,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,6.5,3.77,,4.3,4.0,4.5,,,7.666666667,5.0,,,,2023,7.708333333,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1043,1,2013.0,2023,Pública,Agata,6.5447,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,7.9,6.27,,2.5,2.0,3.0,,,7.833333333,5.0,,,,2023,7.708333333,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1043,1,2013.0,2023,Pública,Ametista,7.539847562500002,,,3.0,Avaliador-3,,Avaliador-16,,Avaliador-15,,,,10.002,7.994071146,7.51,,8.25,8.5,8.0,,,6.553333333,5.0,,,,2024,7.291666667,,,EE João Ortiz Rodrigues,1.0,2.0,fase_0_7,11.0,1,-1.0,False,True
1044,0,2013.0,2023,Pública,Ametista,7.629533333,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.0,9.7,7.52,,6.1,4.5,7.7,,,8.336666667,5.0,,,,2023,7.5,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1044,0,2013.0,2023,Pública,Ametista,7.966711904800001,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,7.502,9.523809524,7.51,,7.0,7.0,7.0,,,7.21,10.0,,,,2024,7.1875,,,EE Olivia de Faria Nogueira,2.0,2.0,fase_0_7,11.0,1,0.0,False,False
1045,0,2012.0,2023,Pública,Topázio,8.089033333,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.5,9.4,7.52,,7.9,6.8,9.0,,,8.28,5.0,,,,2023,7.708333333,,,,1.0,2.0,fase_0_7,11.0,0,-1.0,False,True
1046,1,2014.0,2023,Pública,Agata,6.835833333,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,8.5,3.77,,6.3,6.3,6.3,,,8.223333333,10.0,,,,2023,8.541666667,,,,1.0,1.0,fase_0_7,9.0,0,0.0,False,False
1047,1,2014.0,2023,Pública,Ametista,7.848366667,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,8.5,3.77,,6.9,5.8,8.0,,,7.893333333,10.0,,,,2023,8.125,,,,1.0,1.0,fase_0_7,9.0,0,0.0,False,False
1048,0,2013.0,2023,Privada,Ametista,7.811366667,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,9.5,3.77,,8.2,7.5,8.8,,,8.5,5.0,,,,2023,8.541666667,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1048,0,2013.0,2023,Privada,Ametista,7.5198666666,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,8.502,6.833333333500001,6.255,,6.25,6.5,6.0,,,8.283333333,10.0,,,,2024,7.708333333,,,Estuda em outra cidade,2.0,1.0,fase_0_7,11.0,1,1.0,False,False
1049,1,2013.0,2023,Pública,Ametista,7.443366667,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,10.0,7.7,7.52,,6.3,5.5,7.0,,,7.943333333,5.0,,,,2023,8.125,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1049,1,2013.0,2023,Pública,Agata,6.821885606,,,4.0,Avaliador-16,,Avaliador-18,,Avaliador-15,,Avaliador-2,,9.502,8.03030303,7.51,,4.5,4.0,5.0,,,6.745,5.0,,,,2024,7.65625,,,EE João Ortiz Rodrigues,1.0,2.0,fase_0_7,11.0,1,-1.0,False,True
105,1,2005.0,2016,Rede Decisão,Ágata,6.846,47.0,10.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.9,8.2,5.6,Requer avaliação,6.7,7.2,6.2,6.8,Não,7.417,2.5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,7.826000000000004,,,,4.0,7.0,fase_0_7,17.0,6,-3.0,False,True
1050,1,2012.0,2023,Pública,Ametista,7.764366667,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,9.0,9.2,6.27,,7.2,6.2,8.2,,,8.223333333,5.0,,,,2023,8.125,,,,1.0,2.0,fase_0_7,11.0,0,-1.0,False,True
1051,0,2014.0,2023,Pública,Topázio,8.534866667,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,8.5,8.9,6.27,,8.4,7.0,9.8,,,8.613333333,10.0,,,,2023,8.75,,,,1.0,1.0,fase_0_7,9.0,0,0.0,False,False
1052,1,2014.0,2023,Pública,Agata,6.960333333,,,3.0,Avaliador-15,,Avaliador-4,,Avaliador-3,,,,0.0,9.0,7.52,,5.3,5.0,5.5,,,7.833333333,10.0,,,,2023,7.916666667,,,,1.0,1.0,fase_0_7,9.0,0,0.0,False,False
1052,1,2014.0,2023,Pública,Ametista,7.744032575800001,,,4.0,Avaliador-16,,Avaliador-18,,Avaliador-15,,Avaliador-2,,5.834,9.128787879,6.26,,8.25,8.5,8.0,,,8.4975,5.0,,,,2024,8.59375,,,EM Maria Ignez Concelles Irma Ines,1.0,2.0,fase_0_7,10.0,1,-1.0,True,True
1053,1,2014.0,2023,Pública,Ametista,7.776166667,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,9.1,6.27,,8.6,7.8,9.3,,,8.616666667,10.0,,,,2023,8.958333333,,,,1.0,1.0,fase_0_7,9.0,0,0.0,False,False
1054,1,2010.0,2023,Pública,Ametista,7.459533333,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,8.5,8.6,7.52,,6.6,5.0,8.2,,,7.836666667,5.0,,,,2023,7.5,,,,1.0,3.0,fase_0_7,13.0,0,-2.0,False,True
1054,1,2010.0,2023,Pública,Agata,6.985788509300001,,,4.0,Avaliador-19,,Avaliador-16,,Avaliador-25,,Avaliador-2,,9.502,7.3291925465,7.51,,6.25,6.0,6.5,,,6.75,5.0,,,,2024,7.1875,,,EE Leonice de Aquino Oliveira,2.0,3.0,fase_0_7,14.0,1,-1.0,False,True
1055,1,2012.0,2023,Pública,Quartzo,5.9765,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,0.0,7.2,7.52,,5.5,6.0,5.0,,,7.276666667,5.0,,,,2023,7.291666667,,,,1.0,2.0,fase_0_7,11.0,0,-1.0,False,True
1055,1,2012.0,2023,Pública,Agata,6.403040909100001,,,4.0,Avaliador-16,,Avaliador-18,,Avaliador-15,,Avaliador-2,,10.002,5.7954545455,7.51,,5.5,4.0,7.0,,,5.87,5.0,,,,2024,7.1875,,,EE Loris Nassif Mattar Profa,1.0,3.0,fase_0_7,12.0,1,-2.0,False,True
1056,1,2014.0,2023,Pública,Topázio,8.551741667,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.6,7.52,,8.1,7.8,8.3,,,8.113333333,10.0,,,,2023,7.96875,,,,1.0,1.0,fase_0_7,9.0,0,0.0,False,False
1056,1,2014.0,2023,Pública,Topázio,8.192009523800001,,,2.0,Avaliador-15,,Avaliador-2,,,,,,8.502,9.2857142855,7.51,,8.25,8.5,8.0,,,8.335,5.0,,,,2024,9.166666667,,,EM Amanda Consuelo da Cunha,1.0,2.0,fase_0_7,10.0,1,-1.0,False,True
1057,0,2014.0,2023,Pública,Topázio,8.4827,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,10.0,7.52,,6.3,6.5,6.0,,,8.34,10.0,,,,2023,8.125,,,,1.0,1.0,fase_0_7,9.0,0,0.0,False,False
1057,0,2014.0,2023,Pública,Topázio,8.2352,,,2.0,Avaliador-15,,Avaliador-2,,,,,,10.002,10.0,6.26,,8.0,8.0,8.0,,,8.17,5.0,,,,2024,8.75,,,EE Helio Luiz Dobrochinski Prof,1.0,2.0,fase_0_7,10.0,1,-1.0,False,True
1058,0,2014.0,2023,Pública,Ametista,7.356533333,,,3.0,Avaliador-19,,Avaliador-4,,Avaliador-2,,,,10.0,8.7,3.14,,5.4,4.0,6.7,,,7.62,10.0,,,,2023,7.083333333,,,,1.0,1.0,fase_0_7,9.0,0,0.0,False,False
1058,0,2014.0,2023,Pública,Ametista,7.703347619,,,2.0,Avaliador-15,,Avaliador-2,,,,,,9.168,8.095238095,6.88,,7.75,7.5,8.0,,,8.085,5.0,,,,2024,8.125,,,EE Helio Luiz Dobrochinski Prof,1.0,2.0,fase_0_7,10.0,1,-1.0,False,True
1059,1,2013.0,2023,Pública,Ametista,7.763741667,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.8,2.52,,7.6,6.2,9.0,,,8.673333333,5.0,,,,2023,7.96875,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1059,1,2013.0,2023,Pública,Topázio,8.678450000000002,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,10.0,6.26,,7.5,7.5,7.5,,,9.23,10.0,,,,2024,9.0625,,,EE Helio Luiz Dobrochinski Prof,2.0,2.0,fase_0_7,11.0,1,0.0,True,False
106,0,2007.0,2016,Rede Decisão,Ametista,7.973,13.0,5.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.0,9.4,Sem limitações,7.4,7.8,7.2,7.2,Não,8.375,5.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,8.579999999999997,,,,4.0,5.0,fase_0_7,15.0,6,-1.0,True,True
106,0,2007.0,2016,Privada - Programa de Apadrinhamento,Ametista,7.769658333,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.9,9.1,5.0,,7.3,6.7,6.8,8.3,,7.5075,10.0,,,,2023,7.03125,,,,5.0,5.0,fase_0_7,16.0,7,0.0,False,False
106,0,2007.0,2021,Privada - Programa de Apadrinhamento,Ametista,7.721664285733334,,,5.0,Avaliador-23,,Avaliador-24,,Avaliador-1,,Avaliador-26,,9.168,8.761904762,5.635,,5.666666666666667,7.0,3.5,6.5,,7.872,10.0,,,,2024,7.8125,Avaliador-7,,Colégio Arco Íris Evolução,6.0,6.0,fase_0_7,17.0,3,0.0,False,False
1060,1,2012.0,2023,Pública,Ametista,7.095741667,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.6,3.14,,5.7,4.3,7.0,,,8.673333333,5.0,,,,2023,7.96875,,,,1.0,2.0,fase_0_7,11.0,0,-1.0,False,True
1060,1,2012.0,2023,Pública,Agata,6.448416666600001,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.585,6.0,6.26,,3.25,3.5,3.0,,,6.163333333,10.0,,,,2024,7.8125,,,EE Donizetti Aparecido Leite Professor,2.0,2.0,fase_0_7,12.0,1,0.0,False,False
1061,1,2013.0,2023,Pública,Topázio,8.196533333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.7,3.14,,9.3,8.8,9.7,,,8.836666667,5.0,,,,2023,8.75,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1061,1,2013.0,2023,Pública,Topázio,8.76595,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,10.0,6.26,,8.5,7.0,10.0,,,8.73,10.0,,,,2024,8.4375,,,EE Helio Luiz Dobrochinski Prof,2.0,2.0,fase_0_7,11.0,1,0.0,True,False
1062,1,2014.0,2023,Pública,Ametista,7.448841667,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.4,7.7,3.77,,6.2,4.8,7.5,,,8.503333333,10.0,,,,2023,8.59375,,,,1.0,1.0,fase_0_7,9.0,0,0.0,False,False
1062,1,2014.0,2023,Pública,Ametista,7.6147238096,,,2.0,Avaliador-15,,Avaliador-2,,,,,,8.002,9.047619048,5.63,,7.25,6.5,8.0,,,8.085,5.0,,,,2024,8.75,,,EM Alfredo Schunk,1.0,2.0,fase_0_7,10.0,1,-1.0,False,True
1063,1,2012.0,2023,Privada - Programa de Apadrinhamento,Ametista,7.490825,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.5,7.52,,5.9,4.7,7.0,,,7.89,5.0,,,,2023,6.40625,,,,1.0,2.0,fase_0_7,11.0,0,-1.0,False,True
1063,1,2012.0,2023,Pública,Ametista,7.279250000000001,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,5.25,9.75,7.51,,7.75,9.0,6.5,,,6.11,5.0,,,,2024,7.8125,,,EE Donizetti Aparecido Leite Professor,2.0,3.0,fase_0_7,12.0,1,-1.0,False,True
1064,1,2013.0,2023,Pública,Topázio,8.4777,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.8,7.52,,8.6,8.3,8.8,,,8.84,5.0,,,,2023,9.375,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1064,1,2013.0,2023,Pública,Topázio,8.9802350877,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,9.7368421055,7.51,,8.5,8.0,9.0,,,8.783333333,10.0,,,,2024,8.75,,,EE Helio Luiz Dobrochinski Prof,2.0,2.0,fase_0_7,11.0,1,0.0,True,False
1065,0,2013.0,2023,Pública,Topázio,8.03395,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.6,7.52,,7.0,7.7,6.3,,,8.84,5.0,,,,2023,8.4375,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1065,0,2013.0,2023,Pública,Topázio,8.8634934783,,,3.0,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,8.8152173915,6.26,,9.25,9.0,9.5,,,8.84,10.0,,,,2024,9.0625,,,EE Helio Luiz Dobrochinski Prof,2.0,2.0,fase_0_7,11.0,1,0.0,True,False
1066,0,2013.0,2023,Pública,Ametista,7.262616667,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,6.6,7.52,,6.2,4.2,8.2,,,8.783333333,5.0,,,,2023,8.4375,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,False,True
1066,0,2013.0,2023,Pública,Ametista,7.9326223603,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,8.3954451345,6.26,,7.25,7.0,7.5,,,7.386666667,10.0,,,,2024,7.5,,,EM Cecilia Cristina de Oliveira Rodrigues,2.0,2.0,fase_0_7,11.0,1,0.0,False,False
1067,1,2013.0,2023,Pública,Agata,6.541458333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.9,7.52,,5.4,4.5,6.3,,,9.006666667,5.0,,,,2023,8.28125,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,True,True
1067,1,2013.0,2023,Pública,Ametista,7.840033333300001,,,2.0,Avaliador-15,,Avaliador-2,,,,,,10.002,8.333333332999999,7.51,,6.75,6.5,7.0,,,8.59,5.0,,,,2024,8.541666667,,,EM Cecilia Cristina de Oliveira Rodrigues,1.0,2.0,fase_0_7,11.0,1,-1.0,True,True
1068,1,2013.0,2023,Pública,Topázio,8.472533333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.3,6.89,,9.0,8.3,9.7,,,9.283333333,5.0,,,,2023,9.166666667,,,,1.0,2.0,fase_0_7,10.0,0,-1.0,True,True
1068,1,2013.0,2023,Pública,Topázio,9.0150030303,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,9.068181818,7.51,,9.5,9.0,10.0,,,8.73,10.0,,,,2024,8.541666667,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,11.0,1,0.0,True,False
1069,1,2012.0,2023,Pública,Ametista,7.590033333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,7.8,7.52,,7.1,7.5,6.7,,,8.226666667,5.0,,,,2023,8.125,,,,1.0,2.0,fase_0_7,11.0,0,-1.0,False,True
1069,1,2012.0,2023,Pública,Ametista,7.678917391300001,,,4.0,Avaliador-17,,Avaliador-19,,Avaliador-25,,Avaliador-2,,9.002,7.0760869565,7.51,,6.25,7.0,5.5,,,7.75,10.0,,,,2024,8.125,,,EE Maria André Schunck Dona,2.0,2.0,fase_0_7,12.0,1,0.0,False,False
107,0,2007.0,2018,Escola Pública,Ágata,6.258,63.0,12.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.5,6.4,7.5,Sem limitações,4.6,3.3,4.3,6.0,Sim,6.5,5.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,7.58,,,,4.0,5.0,fase_0_7,15.0,4,-1.0,False,True
107,0,2007.0,2018,Pública,Agata,6.845208333,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,0.0,8.5,5.0,,7.0,6.0,5.2,9.7,,7.5875,10.0,,,,2023,7.34375,,,,5.0,5.0,fase_0_7,16.0,5,0.0,False,False
107,0,2007.0,2021,Pública,Agata,6.676130827066667,,,5.0,Avaliador-23,,Avaliador-26,,Avaliador-22,,Avaliador-1,,7.5,7.9949874686666655,7.51,,4.666666666666667,0.0,4.5,9.5,,6.964,5.0,,,,2024,7.5,Avaliador-5,,EE Mario Francisco de Amorim,5.0,6.0,fase_0_7,17.0,3,-1.0,False,True
1070,1,2012.0,2023,Pública,Agata,6.939033333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,7.8,3.14,,5.8,5.3,6.3,,,8.67,5.0,,,,2023,7.708333333,,,,1.0,2.0,fase_0_7,11.0,0,-1.0,False,True
1070,1,2012.0,2023,Pública,Agata,6.287171861500001,,,4.0,Avaliador-3,,Avaliador-18,,Avaliador-17,,Avaliador-15,,9.002,9.3073593075,5.635,,2.25,4.5,0.0,,,6.6225,5.0,,,,2024,6.875,,,EE Donizetti Aparecido Leite Professor,1.0,2.0,fase_0_7,12.0,1,-1.0,False,True
1071,1,2012.0,2023,Pública,Agata,6.414033333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.6,7.52,,3.5,1.7,5.3,,,6.396666667,5.0,,,,2023,5.625,,,,1.0,2.0,fase_0_7,11.0,0,-1.0,False,True
1071,1,2012.0,2023,Pública,Quartzo,4.8048623378,,,3.0,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,4.188311688500001,7.51,,4.5,4.0,5.0,,,2.996666667,5.0,,,,2024,4.166666667,,,EE Maria André Schunck Dona,2.0,3.0,fase_0_7,12.0,1,-1.0,False,True
1072,1,2011.0,2023,Pública,Topázio,8.0152,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.6,5.0,,6.7,5.2,8.2,,,8.7125,10.0,,,,2023,8.125,,,,2.0,2.0,fase_0_7,12.0,0,0.0,False,False
1072,1,2011.0,2023,Pública,Ametista,7.8153856754,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.751,5.627886710333333,8.755,,8.166666666666666,8.0,7.0,9.5,,7.545,10.0,,,,2024,7.96875,,,EE Leonice de Aquino Oliveira,3.0,3.0,fase_0_7,13.0,1,0.0,False,False
1073,0,2011.0,2023,Pública,Agata,6.384333333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.8,2.52,,6.2,4.8,7.5,,,9.045,5.0,,,,2023,8.333333333,,,,2.0,3.0,fase_0_7,12.0,0,-1.0,True,True
1073,0,2011.0,2022,Pública,Ametista,7.0859945773333335,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.168,6.370972886666667,7.5,,6.5,6.5,5.0,8.0,,5.7875,10.0,,,,2024,6.875,,,EE Mario Francisco de Amorim,3.0,3.0,fase_0_7,13.0,2,0.0,False,False
1074,0,2010.0,2023,Pública,Agata,6.195833333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.8,2.52,,6.0,8.0,4.0,,,7.8775,5.0,,,,2023,7.083333333,,,,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1075,0,2010.0,2023,Pública,Agata,6.591333333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.6,5.0,,5.5,5.0,6.0,,,9.0025,5.0,,,,2023,7.708333333,,,,2.0,3.0,fase_0_7,13.0,0,-1.0,True,True
1075,0,2010.0,2023,Pública,Agata,6.8100812324,,,3.0,Avaliador-19,,Avaliador-5,,Avaliador-2,,,,7.5,8.5154061625,3.755,,6.0,5.0,7.0,,,7.553333333,5.0,,,,2024,7.708333333,,,EE Leonice de Aquino Oliveira,2.0,3.0,fase_0_7,14.0,1,-1.0,False,True
1076,0,2011.0,2023,Pública,Ametista,7.901033333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.7,2.52,,8.5,9.0,8.0,,,8.8775,5.0,,,,2023,8.333333333,,,,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1076,0,2011.0,2021,Pública,Ametista,7.479598365200001,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.334,7.777033492666668,8.125,,6.333333333333333,5.5,6.5,7.0,,6.5425,10.0,,,,2024,7.03125,,,EE Mario Francisco de Amorim,3.0,3.0,fase_0_7,13.0,3,0.0,False,False
1077,1,2012.0,2023,Pública,Ametista,7.2115,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.7,2.52,,7.3,6.8,7.8,,,8.4225,10.0,,,,2023,8.75,,,,2.0,2.0,fase_0_7,11.0,0,0.0,False,False
1077,1,2012.0,2023,Pública,Quartzo,5.543865740733334,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,0.0,7.703703703666666,6.885,,2.0,0.0,6.0,0.0,,6.37,10.0,,,,2024,6.40625,,,EE Alexandre Rodrigues Nogueira,3.0,3.0,fase_0_7,12.0,1,0.0,False,False
1078,1,2009.0,2023,Pública,Agata,6.472333333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,5.3,6.8,2.52,,6.4,4.3,8.5,,,8.2975,5.0,,,,2023,8.958333333,,,,2.0,4.0,fase_0_7,14.0,0,-2.0,False,True
1079,1,2010.0,2023,Pública,Agata,6.916533333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.1,2.52,,7.6,7.3,7.8,,,7.13,5.0,,,,2023,7.083333333,,,,2.0,3.0,fase_0_7,13.0,0,-1.0,False,True
1079,1,2010.0,2023,Pública,Quartzo,5.4253413299333335,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.5,4.516498316333333,2.51,,6.333333333333333,5.0,7.5,6.5,,4.1625,10.0,,,,2024,4.21875,,,EE Alexandre Rodrigues Nogueira,3.0,3.0,fase_0_7,14.0,1,0.0,False,False
108,0,2005.0,2019,Escola Pública,Quartzo,5.547,72.0,15.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,4.6,7.7,5.0,Não indicado,5.0,3.0,5.8,6.2,Não,6.125,2.5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,5.720000000000001,,,,4.0,7.0,fase_0_7,17.0,3,-3.0,False,True
108,0,2005.0,2019,Concluiu o 3º EM,Quartzo,4.9308,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,5.8,7.3,2.52,,2.9,2.7,3.2,2.8,,5.59,5.0,,,,2023,4.375,,,,5.0,7.0,fase_0_7,18.0,4,-2.0,False,True
1080,1,2011.0,2023,Pública,Agata,6.571966667,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,10.0,5.0,,1.5,0.0,3.0,,,8.13,5.0,,,,2023,8.541666667,,,,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
1081,0,2009.0,2023,Pública,Ametista,7.666033333,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,10.0,2.52,,6.5,8.0,5.0,,,8.59,5.0,,,,2023,8.958333333,,,,2.0,4.0,fase_0_7,14.0,0,-2.0,False,True
1081,0,2009.0,2023,Privada - Programa de Apadrinhamento,Topázio,8.5452952381,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-17,,,,6.667,9.523809523666666,5.005,,8.833333333333334,9.5,8.0,9.0,,8.95,10.0,,,,2024,9.166666667,,,Colégio Arco Íris Evolução,4.0,4.0,fase_0_7,15.0,1,0.0,True,False
1082,0,2011.0,2023,Pública,Ametista,7.1617,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.5,2.52,,5.0,3.5,6.5,,,8.4225,5.0,,,,2023,8.75,,,,2.0,3.0,fase_0_7,12.0,0,-1.0,False,True
